url;Field Label;Field Item 1
https://www.ethnologue.com/language/ask;Location;Nuristan province: Wama district, Pech valley;;;;
https://www.ethnologue.com/language/ask;Language Maps;Afghanistan;;;;
https://www.ethnologue.com/language/ask;Language Status;6a (Vigorous).;;;;
https://www.ethnologue.com/language/ask;Classification;Indo-European, Indo-Iranian, Nuristani;;;;
https://www.ethnologue.com/language/ask;Dialects;Ashuruviri (Kolata, Titin Bajaygul), Gramsukraviri, Suruviri (Wamai). Not intelligible with the other Nuristani languages.;;;;
https://www.ethnologue.com/language/ask;Language Use;All domains. All ages. Positive attitudes. Most also use Northern Pashto [pbu].
https://www.ethnologue.com/language/ask;Language Development;Literacy rate in L2: 5%–15%.
https://www.ethnologue.com/language/ask;Language Resources;OLAC resources in and about Ashkun
https://www.ethnologue.com/language/ask;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/ask;Other Comments;Spoken in the central and western Nuristan valleys, which also divide divergent dialects. Muslim.
https://www.ethnologue.com/language/asl;;Indonesia
https://www.ethnologue.com/language/asl;ISO 639-3;asl
https://www.ethnologue.com/language/asl;Population;8,760 (1987 SIL).
https://www.ethnologue.com/language/asl;Location;Maluku province: Asilulu, Negeri Lima, and Ureng, villages. Northwest Ambon island and west Seram island, Hoamoal peninsula, south coast.
https://www.ethnologue.com/language/asl;Language Maps;Indonesia, Central Maluku
https://www.ethnologue.com/language/asl;Language Status;6b (Threatened).
https://www.ethnologue.com/language/asl;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, West, Asilulu
https://www.ethnologue.com/language/asl;Dialects;Asilulu, Ureng, Negeri Lima (Henalima, Lima). Lexical similarity: 88% with Asilulu and the Negeri Lima dialect, 78%–82% with Seit-Kaitetu [hik], 72%–73% with the Wakal dialect of Hitu [htu], 67%–72% with Larike-Wakasihu [alo], 71%–73% with Luhu [lcq] in Seram.
https://www.ethnologue.com/language/asl;Language Use;Also use Indonesian [ind].
https://www.ethnologue.com/language/asl;Language Development;Literacy rate in L2: 15%–25%.
https://www.ethnologue.com/language/asl;Language Resources;OLAC resources in and about Asilulu
https://www.ethnologue.com/language/asl;Writing;Unwritten [Qaax].;;;;;;;;;;;;
https://www.ethnologue.com/language/asl;Other Comments;Muslim.;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;;India;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;ISO 639-3;asm;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Alternate Names;Asambe, Asami, Asamiya;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Autonym;???????? (Ôxômiya);;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Population;12,800,000 (2001 census). Total users in all countries: 12,828,310.;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Location;Arunachal Pradesh state: Changlang and Lohit;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Language Maps;India: Index map;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Language Status;2 (Provincial). Statutory provincial language in Assam State (1950, Constitution, Schedule VIII).;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Classification;Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bengali-Assamese;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Dialects;Jharwa (Pidgin), Mayang, Standard Assamese, Western Assamese (Kamrupi).;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Typology;SOV; honorifics.; SOV; noun head final; gender (masculine/feminine); case-marking (6 cases); verb affixes mark person, number, gender of subject; passives; tense and aspect; 21 consonant and 16 vowel phonemes; non-tonal; free stress; honorifics.
https://www.ethnologue.com/language/asm;Language Use;Used as L2 by Adi [adi], Aiton [aio], Angami Naga [njm], Ao Naga [njo], Apatani [apt], Chang Naga [nbc], Deori [der], Digaro-Mishmi [mhu], Dimasa [dis], Galo Adi [adl], Hajong [haj], Hmar [hmr], Hrangkhol [hra], Hruso [hru], Idu-Mishmi [clk], Kachari [xac], Kamta [rkt], Karbi [mjw], Khamti [kht], Khamyang [ksu], Koch [kdq], Kurmukar [kfv], Lyngngam [lyg], Miji [sjl], Miju-Mishmi [mxj], Mising [mrg], Nocte Naga [njb], Phake [phk], Puroik [suv], Singpho [sgp], Sumi Naga [nsm], Tangsa Naga [nst], Tiwa [lax], Tutsa Naga [tvt], Wancho Naga [nnp].;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Language Development;Literature. Newspapers. Periodicals. Radio. TV. Videos. Dictionary. Grammar. Bible: 1833–1995.;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Language Resources;OLAC resources in and about Assamese;;;;;;;;;;;;
https://www.ethnologue.com/language/asm;Writing;Bengali (Bangla) script [Beng].
https://www.ethnologue.com/language/asn;;Brazil
https://www.ethnologue.com/language/asn;ISO 639-3;asn
https://www.ethnologue.com/language/asn;Alternate Names;Assurinikin, Assuriní, Asurini do Xingú, Asuriní de Koatinema, Awaeté, Awaté, Kuben-Kamrektí
https://www.ethnologue.com/language/asn;Population;120 (2006 ISA). Ethnic population: 120 (2006 ISA).
https://www.ethnologue.com/language/asn;Location;Pará state: Rio Picava
https://www.ethnologue.com/language/asn;Language Maps;Eastern Central Brazil
https://www.ethnologue.com/language/asn;Language Status;6b (Threatened).
https://www.ethnologue.com/language/asn;Classification;Tupian, Tupí-Guaraní, Kayabí
https://www.ethnologue.com/language/asn;Dialects;None known. Different from Tocantins Asurini (Akwaya) [asu], and Arawete [awt].
https://www.ethnologue.com/language/asn;Language Use;Many also use Portuguese [por], especially those under 40 (Crevels 2007).
https://www.ethnologue.com/language/asn;Language Resources;OLAC resources in and about Asurini of Xingú
https://www.ethnologue.com/language/aso;;Papua New Guinea
https://www.ethnologue.com/language/aso;ISO 639-3;aso
https://www.ethnologue.com/language/aso;Alternate Names;Asaro, Upper Asaro
https://www.ethnologue.com/language/aso;Population;30,000 (1987 SIL).
https://www.ethnologue.com/language/aso;Location;Eastern Highlands province: Goroka district.
https://www.ethnologue.com/language/aso;Language Maps;Papua New Guinea, Map 10
https://www.ethnologue.com/language/aso;Language Status;5 (Developing).
https://www.ethnologue.com/language/aso;Classification;Trans-New Guinea, Kainantu-Goroka, Gorokan, Gahuku-Benabena
https://www.ethnologue.com/language/aso;Dialects;Upper Asaro, Lunube Mado, Bohena, Amaizuho, Kongi.
https://www.ethnologue.com/language/aso;Typology;SOV.
https://www.ethnologue.com/language/aso;Language Use;Used as L2 by Tokano [zuh].
https://www.ethnologue.com/language/aso;Language Development;Literacy rate in L1: 15%–25%. Literacy rate in L2: 25%–50%. NT: 1989.
https://www.ethnologue.com/language/aso;Language Resources;OLAC resources in and about Dano
https://www.ethnologue.com/language/aso;Writing;Latin script [Latn].
https://www.ethnologue.com/language/asp;;Algeria
https://www.ethnologue.com/language/asp;ISO 639-3;asp
https://www.ethnologue.com/language/asp;Alternate Names;LSA, Langue des signes algérienne, Lghh alesharh aljza’er
https://www.ethnologue.com/language/asp;Population;220,000 (2014 WFD). Federation National Des Sourds d’Algerie reports 240,000 deaf members (2008 WFD).
https://www.ethnologue.com/language/asp;Location;Scattered.
https://www.ethnologue.com/language/asp;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/asp;Classification;Sign language
https://www.ethnologue.com/language/asp;Dialects;None known. It influenced the deaf community in Oujda in northern Morocco. Not the same as Unified Arabic Sign Language, an artificial system promoted by representatives of 18 Arabic-speaking countries (Rashdan 2016).
https://www.ethnologue.com/language/asp;Language Development;Agency: Federation Nationale Des Sourds d’Algerie (FNSA).
https://www.ethnologue.com/language/asp;Language Resources;OLAC resources in and about Algerian Sign Language
https://www.ethnologue.com/language/asp;Other Comments;300 sign language interpreters (2008 WFD), but no system of qualifications. Muslim.
https://www.ethnologue.com/language/asq;;Austria
https://www.ethnologue.com/language/asq;ISO 639-3;asq
https://www.ethnologue.com/language/asq;Alternate Names;Carinthian Sign Language, KGS, OEGS, ÖGS, Österreichische Gebärdensprache
https://www.ethnologue.com/language/asq;Population;8,000 (2014 EUD). 8,000–10,000 Deaf sign language users (2014 EUD), 39,500 deaf (2014 IMB).
https://www.ethnologue.com/language/asq;Location;Scattered.
https://www.ethnologue.com/language/asq;Language Status;5 (Developing). Recognized language (2000, Constitution, Section 8(3) as amended).
https://www.ethnologue.com/language/asq;Classification;Sign language
https://www.ethnologue.com/language/asq;Dialects;Substantial regional variation: Vienna, Carinthia, Styria, others. Partially intelligible with French Sign Language [fsl]. Russian Sign Language [rsl] is historically connected to it. Fingerspelling system similar to French Sign Language [fsl].
https://www.ethnologue.com/language/asq;Typology;One-handed fingerspelling.
https://www.ethnologue.com/language/asq;Language Use;In deaf schools outside of the classroom. Deaf associations.
https://www.ethnologue.com/language/asq;Language Development;TV. Videos. Dictionary. Grammar. Agency: Austrian Deaf Association (ÖGLB).
https://www.ethnologue.com/language/asq;Language Resources;OLAC resources in and about Austrian Sign Language
https://www.ethnologue.com/language/asq;Other Comments;Originated in 1870. Sign language classes for hearing people, including at two universities. Christian.
https://www.ethnologue.com/language/asr;;India
https://www.ethnologue.com/language/asr;ISO 639-3;asr
https://www.ethnologue.com/language/asr;Alternate Names;Ashree, Assur, Asura, Maleta
https://www.ethnologue.com/language/asr;Population;7,000 (Van Driem 2007).
https://www.ethnologue.com/language/asr;Location;Chhattisgarh state: Raigarh district, Jashpur area
https://www.ethnologue.com/language/asr;Language Maps;India, Map 3
https://www.ethnologue.com/language/asr;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/asr;Classification;Austro-Asiatic, Munda, North Munda, Kherwari, Mundari
https://www.ethnologue.com/language/asr;Dialects;Brijia (Birjia, Koranti), Manjhi.
https://www.ethnologue.com/language/asr;Language Use;Also use Bengali [ben], Sadri [sck].
https://www.ethnologue.com/language/asr;Language Resources;OLAC resources in and about Asuri
https://www.ethnologue.com/language/asr;Writing;Devanagari script [Deva].
https://www.ethnologue.com/language/asr;Other Comments;Asur and Birjia are Scheduled Tribes. Hindu, Christian, traditional religion.
https://www.ethnologue.com/language/ass;;Cameroon
https://www.ethnologue.com/language/ass;ISO 639-3;ass
https://www.ethnologue.com/language/ass;Alternate Names;Assumbo, Asumbo, Badzumbo
https://www.ethnologue.com/language/ass;Population;2,500 (1990 SIL).
https://www.ethnologue.com/language/ass;Location;North West region: Menchum division
https://www.ethnologue.com/language/ass;Language Maps;Central Cameroon
https://www.ethnologue.com/language/ass;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ass;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid
https://www.ethnologue.com/language/ass;Dialects;Olulu, Tinta, Etongo. Lexical similarity: 90% between the Olulu and Tinta dialects, 60% with Eman [emn], 50% with Caka [ckx], 40% with Balo [bqo] and Osatu [ost], 35% with Esimbi [ags].
https://www.ethnologue.com/language/ass;Typology;SVO
https://www.ethnologue.com/language/ass;Language Use;All ages. Also use Caka [ckx], Cameroon Pidgin [wes], Eman [emn]. Used as L2 by Eman [emn].
https://www.ethnologue.com/language/ass;Language Development;Bible portions: 1998.
https://www.ethnologue.com/language/ass;Language Resources;OLAC resources in and about Ipulo
https://www.ethnologue.com/language/ass;Writing;Latin script [Latn].
https://www.ethnologue.com/language/ass;Other Comments;Traditional religion.
https://www.ethnologue.com/language/ast;;Spain
https://www.ethnologue.com/language/ast;ISO 639-3;ast
https://www.ethnologue.com/language/ast;Alternate Names;Astur-Leonese, Asturian-Leonese
https://www.ethnologue.com/language/ast;Autonym;Asturianu
https://www.ethnologue.com/language/ast;Population;550,000 in Spain, all users. L1 users: 100,000 (Salminen 2007). 50,000 in Central Asturian, 30,000 in Western Asturian, 20,000 in Eastern Asturian. L2 users: 450,000 (1994 F. Botas). Ethnic population: 550,000 (1996). Total users in all countries: 560,000 (as L1: 110,000
https://www.ethnologue.com/language/ast;Location;Asturias, Castille and Leon autonomous communities.
